,text,label
620,I enjoy interacting with others socially,1
621,I am not very active or talkative,0
622,I tend to really enjoy myself at wild parties and other social events,1
623,I don’t like to be around other people,0
624,I enjoy being with others and tend to be sociable,1
625,I prefer to be alone rather than interacting with people,0
626,I enjoy high stimulation environments with a lot going on,1
627,I am not really a talkative person – I prefer to be quiet most of the time,0
628,My level of energy helps me remain active in a variety of pursuits,1
629,I tend to avoid being around others,0
630,I am very outgoing and social,1
631,"In social situations, I am uncomfortable and seldom speak up",0
632,I’m a friendly person who enjoys being around other people,1
633,I usually stay quiet around new people,0
634,I am outgoing and very energetic,1
635,I am painfully shy in social situations or in the company of those I don't know well,0
636,"I find it energizing to be around other people, and I enjoy social interactions",1
637,I dislike being around people,0
638,I enjoy interacting with people socially,1
639,I think conversing and interacting with many different people is boring,0
640,I’m fun-loving and pleasure-seeking,1
641,I am low on enthusiasm,0
642,I like to talk to new people and get to know them,1
643,I am soft-spoken and reserved,0
644,I am fun loving and outgoing,1
645,I hate to be with other people,0
646,I’m full of energy,1
647,I’m not interested in interpersonal relationships and like to avoid interacting with people,0
648,I’m very outgoing and bubbly around others,1
649,I do not feel comfortable around other people,0
650,I am uninhibited and enjoy being around other people,1
651,I do not like to be with people,0
652,People like me because I am fun to be around,1
653,I have little need for social outlets,0
654,I enjoy spending a lot of time with my friends,1
655,I prefer situations involving little interaction with others,0
656,I seek excitement and new thrills,1
657,I feel little need for companionship,0
658,I can get quite energetic and enthusiastic,1
659,I don't feel comfortable around people,0
660,I can really be the life of the party if I want to be,1
661,I feel shy and inhibited in social situations,0
662,I really like to be around other people and constantly seek out social situations,1
663,I don't like being around other people,0
664,I seek out others and jump into situations with enthusiasm and confidence,1
665,I tend to avoid social situations unless they are absolutely necessary,0
666,Other people energize me,1
667,I always feel uncomfortable around people I don't know very well,0
668,I really enjoy interacting with other people,1
669,I tend to feel uncomfortable around other people,0
670,I really enjoy being with others and having lots of stimulating conversations,1
671,I lack energy,0
672,I enjoy meeting new people at social events,1
673,I prefer not to interact with others,0
674,I enjoy traveling and going out,1
675,I don't like being around people very much,0
676,I enjoy being with others and having stimulating conversations,1
677,I'm quite reserved,0
678,I really enjoy having lots of people around me,1
679,I am uncomfortable around new people,0
680,I’m sociable and outgoing,1
681,I don’t talk a lot,0
682,I am talkative and enjoy social situations,1
683,I talk very little socially,0
684,I’m always ready to socialize and have a good time,1
685,I am more quiet and reserved,0
686,I really enjoy being with others and often make new friends,1
687,I am a reserved person,0
688,I like to socialize a lot with others,1
689,I tend to have low energy,0
690,"I am outgoing, sociable and talkative",1
691,I’m not a sociable person,0
692,I like interacting with lots of people,1
693,I'm rather quiet,0
694,I find stimulation in my social interactions and activities,1
695,I keep quiet around other people,0
696,I really like to attend social events where I'm with a lot of different people,1
697,I have little need for companionship,0
698,I am truly an extrovert; I enjoy being with others and having stimulating conversations,1
699,I am never comfortable being new places and around people I don’t know,0
700,I enjoy having a lot of people around me,1
701,I dislike lots of social contact,0
702,I like to socialize with others,1
703,I am reserved; I prefer to blend in with the crowd,0
704,I love being with other people and spending time with large groups,1
705,I do not feel comfortable around others,0
706,I have a strong outgoing personality,1
707,I do not talk a lot,0
708,I really enjoy being with people and having stimulating conversations,1
709,I have a hard time interacting with strangers and meeting new people,0
710,I seem to draw energy from being around other people,1
711,I am an introverted person,0
712,I really like to talk to people,1
713,I don't feel comfortable around other people,0
714,I really like to chat and to be around others,1
715,I enjoy time spent alone and often prefer to be alone rather than in the company of others,0
716,I feel comfortable around people and enjoy talking to them,1
717,I am introverted,0
718,I like to have a lot of excitement in my life,1
719,I find it hard to interact with others,0
720,I thrive in situations that involve socializing,1
721,Social events are boring to me,0
722,I draw energy from social interactions with others,1
